sr no,Content ID,User ID,reaction Type,Datetime,content type,category,sentiment,score
130,3f8590c7-6ab2-4973-805a-90cdec355f05,1e571af5-1796-424c-b744-a925897d44a3,intrigued,1/24/2021 0:38,video,dogs,positive,45
131,3f8590c7-6ab2-4973-805a-90cdec355f05,48bed4d7-0329-472c-96d9-b23a103eb834,worried,3/18/2021 1:53,video,dogs,negative,12
132,3f8590c7-6ab2-4973-805a-90cdec355f05,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,disgust,1/14/2021 7:21,video,dogs,negative,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,77a7b81e-96f7-4e5a-92c7-5b07f7333913,heart,12/23/2020 4:11,video,dogs,positive,60
134,3f8590c7-6ab2-4973-805a-90cdec355f05,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,5/21/2021 7:23,video,dogs,negative,5
135,3f8590c7-6ab2-4973-805a-90cdec355f05,dbacabf8-7ebd-4f22-a261-59d8dad306f1,like,3/28/2021 23:25,video,dogs,positive,50
136,3f8590c7-6ab2-4973-805a-90cdec355f05,c43c2351-9591-4122-acdd-b521723d7292,peeking,9/16/2020 7:33,video,dogs,neutral,35
137,3f8590c7-6ab2-4973-805a-90cdec355f05,,indifferent,11/8/2020 10:53,video,dogs,neutral,20
138,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,heart,3/6/2021 5:23,video,dogs,positive,60
139,3f8590c7-6ab2-4973-805a-90cdec355f05,10f311c3-f547-4260-8c0e-a155008b7936,disgust,1/13/2021 23:35,video,dogs,negative,0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,37867a23-d07b-4990-8fa8-d694cf7d3b1b,want,9/6/2020 22:35,video,dogs,positive,70
141,3f8590c7-6ab2-4973-805a-90cdec355f05,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,interested,6/24/2020 9:31,video,dogs,positive,30
142,3f8590c7-6ab2-4973-805a-90cdec355f05,9e9cf8e7-6731-47da-bc0f-3a487e835586,hate,2/7/2021 21:39,video,dogs,negative,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,intrigued,1/21/2021 18:28,video,dogs,positive,45
144,3f8590c7-6ab2-4973-805a-90cdec355f05,bfe23c39-f814-4282-b0f7-506cd8295b8a,dislike,2/27/2021 0:21,video,dogs,negative,10
145,3f8590c7-6ab2-4973-805a-90cdec355f05,de39bbda-66a8-4c52-835a-7a104cf7f081,worried,8/22/2020 12:06,video,dogs,negative,12
146,3f8590c7-6ab2-4973-805a-90cdec355f05,5a1ab9a3-1983-4021-9557-d3700a276746,cherish,8/3/2020 6:29,video,dogs,positive,70
147,3f8590c7-6ab2-4973-805a-90cdec355f05,,scared,8/2/2020 6:20,video,dogs,negative,15
148,3f8590c7-6ab2-4973-805a-90cdec355f05,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,want,6/4/2021 4:57,video,dogs,positive,70
149,3f8590c7-6ab2-4973-805a-90cdec355f05,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,super love,10/21/2020 9:07,video,dogs,positive,75
150,3f8590c7-6ab2-4973-805a-90cdec355f05,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,dislike,12/26/2020 19:46,video,dogs,negative,10
151,3f8590c7-6ab2-4973-805a-90cdec355f05,596342af-6379-4551-8379-f4b805f9d576,scared,3/2/2021 22:47,video,dogs,negative,15
152,3f8590c7-6ab2-4973-805a-90cdec355f05,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,indifferent,3/31/2021 9:48,video,dogs,neutral,20
153,3f8590c7-6ab2-4973-805a-90cdec355f05,a6133f47-5586-434e-8be1-1e7122db1c0e,interested,6/14/2021 13:44,video,dogs,positive,30
154,3f8590c7-6ab2-4973-805a-90cdec355f05,fa3e42f0-71d8-455f-b024-e52d5c27a145,scared,12/27/2020 17:04,video,dogs,negative,15
155,3f8590c7-6ab2-4973-805a-90cdec355f05,740a4abd-187d-4783-990b-161c52fb5f86,scared,2/11/2021 3:51,video,dogs,negative,15
156,3f8590c7-6ab2-4973-805a-90cdec355f05,15cf4392-8541-422b-8957-a9c0380c11d9,interested,12/7/2020 19:07,video,dogs,positive,30
157,3f8590c7-6ab2-4973-805a-90cdec355f05,,interested,12/28/2020 8:31,video,dogs,positive,30
158,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,interested,10/26/2020 5:27,video,dogs,positive,30
159,3f8590c7-6ab2-4973-805a-90cdec355f05,6178d76a-af2e-4453-93ee-02ca23ed3fdc,worried,9/26/2020 18:43,video,dogs,negative,12
160,3f8590c7-6ab2-4973-805a-90cdec355f05,3a752edf-f723-46a5-bffb-4a9ed6475546,scared,11/25/2020 13:01,video,dogs,negative,15
161,3f8590c7-6ab2-4973-805a-90cdec355f05,79acce4b-b991-4a68-b762-d496686a4f32,heart,7/11/2020 5:51,video,dogs,positive,60
162,3f8590c7-6ab2-4973-805a-90cdec355f05,80c36ce2-2cef-4a47-a563-d2a60a2b1825,heart,3/19/2021 16:23,video,dogs,positive,60
163,3f8590c7-6ab2-4973-805a-90cdec355f05,73a9e869-62a6-4508-b146-20dc9de19276,interested,10/11/2020 18:31,video,dogs,positive,30
164,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,heart,11/2/2020 20:15,video,dogs,positive,60
165,3f8590c7-6ab2-4973-805a-90cdec355f05,192a526b-4952-4bda-b659-4661dab12716,want,10/1/2020 3:35,video,dogs,positive,70
166,3f8590c7-6ab2-4973-805a-90cdec355f05,054b5d2a-7ee3-49c8-912a-1cf58389ae60,disgust,2/11/2021 20:10,video,dogs,negative,0
167,3f8590c7-6ab2-4973-805a-90cdec355f05,,want,2/7/2021 15:59,video,dogs,positive,70
168,3f8590c7-6ab2-4973-805a-90cdec355f05,89572273-761e-46f3-8b99-1689d98aac90,hate,10/17/2020 11:46,video,dogs,negative,5
169,3f8590c7-6ab2-4973-805a-90cdec355f05,c8145b49-3841-466e-9d49-a636ce2e7d1f,like,8/9/2020 19:41,video,dogs,positive,50
170,3f8590c7-6ab2-4973-805a-90cdec355f05,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,love,2/1/2021 2:40,video,dogs,positive,65
171,3f8590c7-6ab2-4973-805a-90cdec355f05,93dd80c0-4ff2-42ed-9949-1621b0a68c63,adore,1/30/2021 9:36,video,dogs,positive,72
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,41cd692a-be3c-4acd-a2c8-184586bdc180,want,3/31/2021 15:24,video,technology,positive,70
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,0f1f6aef-b094-4b4d-b6b6-412ebc42c12b,super love,2/5/2021 17:00,video,technology,positive,75
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,heart,2/19/2021 16:29,video,technology,positive,60
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,6fd58dea-315a-4ab2-8023-424a6ff455cd,worried,7/25/2020 0:00,video,technology,negative,12
178,0bedca96-fb76-4287-a83c-17330ed39cce,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,adore,7/13/2020 2:38,photo,soccer,positive,72
179,0bedca96-fb76-4287-a83c-17330ed39cce,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,indifferent,1/13/2021 13:11,photo,soccer,neutral,20
180,0bedca96-fb76-4287-a83c-17330ed39cce,375985a6-ae79-43d2-b7c6-b182d83f1eaf,worried,1/2/2021 16:46,photo,soccer,negative,12
